0,0.582061767578125
1,0.5744538307189941
2,0.5833179950714111
3,0.5746712684631348
4,0.5721783638000488
0,0.942803144454956
1,1.1323251724243164
2,0.7526671886444092
3,0.8093550205230713
4,0.594871997833252
0,0.7434659004211426
1,0.5961649417877197
2,0.6895430088043213
3,1.0705280303955078
4,0.7043430805206299
0,0.587367057800293
1,0.5772240161895752
2,0.6199657917022705
3,0.5909600257873535
4,0.7909822463989258
0,0.5963377952575684
1,0.5948128700256348
2,0.5796968936920166
3,0.6012229919433594
4,0.588087797164917
