0,37.84667086601257
1,39.10230612754822
2,38.440556049346924
3,36.874733209609985
4,37.729970932006836
0,103.6253752708435
1,92.04856872558594
2,118.14585399627686
3,105.86254811286926
4,118.75780725479126
0,76.54724407196045
1,210.17608904838562
2,187.47791290283203
3,217.62361526489258
4,187.2758526802063
0,89.81626510620117
1,82.08650803565979
2,96.35762691497803
3,69.78552293777466
4,69.91899299621582
0,53.94246506690979
1,54.13561511039734
2,53.501798152923584
3,53.57637619972229
4,54.057151079177856
